episode,reward,revenue,rooms_sold,occupancy_rate,epsilon,average_q
722,-11.800000000000523,33000.0,11,0.22,0.02694270634579598,0.6029627266427096
723,-193.20000000000016,24500.0,7,0.14,0.026807992814067,1.0438860731508606
724,66.39999999999986,37000.0,12,0.24,0.026673952849996664,0.641395757300709
725,-282.22857665240264,25000.0,8,0.16,0.02654058308574668,0.5559501273677765
726,-124.85868393951569,39500.0,13,0.26,0.026407880170317945,1.081231000501993
727,-186.80000000000013,24000.0,8,0.16,0.026275840769466357,0.07600000000000003
728,-463.13338394727384,12000.0,4,0.08,0.026144461565619025,0.3648765930439999
729,-328.3422270326845,34000.0,11,0.22,0.02601373925779093,1.915739903469667
730,-554.9254925801587,9500.0,3,0.06,0.025883670561501974,0.16831765351049502
731,-419.00000000000034,15000.0,5,0.1,0.025754252208694463,0.29959448251919996
732,-139.79219301799355,33500.0,9,0.18,0.02562548094765099,2.686230510655977
733,85.60000000000025,37000.0,12,0.24,0.025497353542912736,0.2199886209477384
734,-599.8000000000001,9000.0,3,0.06,0.02536986677519817,0.7249129421077639
735,324.20000000000005,47000.0,15,0.3,0.02524301744132218,1.1329398961807675
736,-284.4000000000004,21500.0,7,0.14,0.025116802354115567,0.16897558429728002
737,-117.78535896712799,45500.0,15,0.3,0.024991218342344988,0.19700942280325903
738,-270.4000000000001,24000.0,8,0.16,0.024866262250633264,1.1042194922594262
739,-174.80000000000047,24000.0,8,0.16,0.024741930939380097,0.8428053811995602
740,-378.39999999999986,24000.0,8,0.16,0.024618221284683196,0.16901533042598665
741,-352.4000000000002,15500.0,5,0.1,0.02449513017825978,0.14800000000000002
742,268.18493677661905,52500.0,17,0.34,0.02437265452736848,1.1683007783704351
743,-123.4000000000002,28000.0,9,0.18,0.024250791254731636,1.5917832559710274
744,-613.8,9000.0,3,0.06,0.024129537298457977,0.24417080523960005
745,118.67508808643271,44000.0,13,0.26,0.024008889611965685,2.5210277327360924
746,398.27945798371843,51000.0,16,0.32,0.023888845163905856,1.577253404176261
747,-297.03202662471006,19500.0,6,0.12,0.023769400938086327,0.4040948975162745
748,-177.30043109851147,45000.0,15,0.3,0.023650553933395897,0.7083628206463422
749,-106.56065774075694,37000.0,10,0.2,0.023532301163728918,2.0519807144530544
750,140.39999999999873,36000.0,12,0.24,0.023414639657910272,0.15332671981068105
751,443.5674846969508,57000.0,16,0.32,0.023297566459620722,2.3324458303319897
752,-106.80000000000018,27000.0,8,0.16,0.023181078627322618,0.8883395912046
753,-595.2972761481716,11000.0,3,0.06,0.023065173234186005,0.5536897788924737
754,25.19999999999959,37500.0,11,0.22,0.022949847368015076,1.440144626592141
755,618.7503502921795,64000.0,20,0.4,0.022835098131175,1.089225558877803
756,311.16712729380487,53000.0,17,0.34,0.022720922640519125,4.202076968704922
757,-192.6960357402018,26000.0,8,0.16,0.02260731802731653,0.8875195141996416
758,-145.79999999999927,29000.0,9,0.18,0.022494281437179946,1.1283012392800469
759,-446.7496351497399,15000.0,5,0.1,0.022381810029994047,0.07880000000000001
760,-80.40000000000089,28000.0,8,0.16,0.022269900979844076,0.9740864312288262
761,-235.611458056059,30000.0,10,0.2,0.022158551474944856,1.1303797458573421
762,-72.40000000000009,28500.0,9,0.18,0.022047758717570132,0.6578086948395626
763,-315.8000000000001,21000.0,7,0.14,0.021937519923982282,0.8543506471955262
764,274.7493342615369,46500.0,15,0.3,0.021827832324362372,1.0721485377508062
765,135.3510727240349,37500.0,12,0.24,0.02171869316274056,4.255767161282675
766,-625.0,9000.0,3,0.06,0.021610099696926857,0.20439836040000003
767,-586.0000000000001,6000.0,2,0.04,0.021502049198442223,0.3778245440129531
768,-726.2831558913664,9000.0,3,0.06,0.021394538952450012,0.6253379782190921
769,-40.742762223764885,43500.0,14,0.28,0.02128756625768776,1.844160850260409
770,-559.4000000000001,9000.0,3,0.06,0.021181128426399323,0.738762135390983
771,156.39999999999907,39000.0,12,0.24,0.021075222784267326,1.7400449378419114
772,-273.9111694025984,28000.0,9,0.18,0.020969846670345987,1.1515957518264455
773,-544.9157339081747,9000.0,3,0.06,0.020864997436994256,0.7613191733899761
774,-421.4000000000003,15000.0,5,0.1,0.020760672449809284,1.0536921790448752
775,-133.82059872218065,39000.0,13,0.26,0.020656869087560238,0.2245924989651997
776,279.5999999999989,44000.0,14,0.28,0.020553584742122436,3.7110048796303143
777,324.81427042842597,48000.0,14,0.28,0.020450816818411825,0.8949660236755125
778,71.84286971650943,43000.0,13,0.26,0.020348562734319765,1.3834085098187967
779,-458.40000000000026,12000.0,4,0.08,0.020246819920648168,0.5659511587562807
780,-179.91959824137984,31000.0,10,0.2,0.020145585821044927,2.382593282790599
781,-388.9307233027866,21000.0,6,0.12,0.020044857891939702,1.1054016010012533
782,71.70867771403402,40000.0,12,0.24,0.019944633602480003,5.092699587157779
783,559.0072726403498,59500.0,18,0.36,0.019844910434467605,3.4793174944787864
784,-7.199999999999932,30000.0,10,0.2,0.019745685882295267,0.23936407489422
785,-374.4000000000006,18000.0,6,0.12,0.01964695745288379,0.7766449725089112
786,-11.200000000000273,33000.0,10,0.2,0.01954872266561937,1.8137712730794049
787,-175.43424766169562,28500.0,9,0.18,0.019450979052291272,3.773972713984728
788,210.91740048122313,45000.0,15,0.3,0.019353724157029815,1.8726033334939283
789,-1073.6129596207047,18500.0,6,0.12,0.019256955536244666,0.6704075668060621
790,-517.2000000000002,12000.0,4,0.08,0.019160670758563442,0.1104
791,-385.23200908377885,17000.0,5,0.1,0.019064867404770626,0.7925467352036192
792,-538.2895282528287,14000.0,4,0.08,0.018969543067746772,1.108396388042169
793,-724.2,3000.0,1,0.02,0.018874695352408037,0.0
794,-677.451143726425,9500.0,3,0.06,0.018780321875645996,0.41352698451618997
795,-591.2217058838613,15000.0,5,0.1,0.018686420266267767,0.48358440952702236
796,-433.33221285251665,37000.0,12,0.24,0.018592988164936427,0.30301785573379614
797,93.59999999999923,38000.0,12,0.24,0.018500023224111744,1.7969938556439462
798,-603.6227759996799,9000.0,3,0.06,0.018407523107991184,0.33745568247960006
799,-503.7383786334305,15000.0,5,0.1,0.01831548549245123,0.6523815607993656
800,-217.3999999999997,28000.0,9,0.18,0.018223908064988973,1.0397442700103614
801,-291.55940139653126,28000.0,9,0.18,0.018132788524664028,2.0604571898798882
802,-537.4216507514252,15000.0,5,0.1,0.018042124582040707,0.0032000000000000006
803,-405.0565946694431,15000.0,5,0.1,0.017951913959130504,1.1193612774264714
804,-366.8000000000005,18000.0,6,0.12,0.01786215438933485,0.0
805,-442.7526036253765,12000.0,4,0.08,0.017772843617388175,1.4277736746381842
806,-9.400000000000091,31500.0,10,0.2,0.017683979399301233,0.24668588403146047
807,-615.6000000000001,6000.0,2,0.04,0.017595559502304726,0.17999959999999998
808,-356.0000000000002,20000.0,6,0.12,0.0175075817047932,0.9322245167529627
809,213.55878044578787,41000.0,13,0.26,0.017420043796269234,1.7562350335581447
810,-72.75536879092999,34000.0,10,0.2,0.017332943577287888,3.96889251510281
811,-549.0,12500.0,4,0.08,0.01724627885940145,0.6914879460519688
812,-789.1769139353353,12000.0,4,0.08,0.017160047465104442,0.31508335323764475
813,43.39999999999975,35000.0,11,0.22,0.01707424722777892,0.6534760522458168
814,-455.8000000000002,15000.0,5,0.1,0.016988875991640028,1.3476454637312063
815,-607.7999999999998,9000.0,3,0.06,0.016903931611681827,0.0
816,15.799999999999272,33000.0,11,0.22,0.01681941195362342,0.6626335070449645
817,12.799999999999727,30000.0,10,0.2,0.016735314893855303,2.097334904042746
818,9.919718349467985,37000.0,12,0.24,0.016651638319386028,2.6569125246612253
819,-271.8848243584483,24000.0,8,0.16,0.0165683801277891,2.3066849393620883
820,-485.6000000000004,12000.0,4,0.08,0.016485538227150154,0.5161147059544003
821,-615.1724457665472,9000.0,3,0.06,0.0164031105360144,0.4687725665584
822,-277.92085076005975,25000.0,7,0.14,0.01632109498333433,1.4174898483995932
823,-20.873864100952915,33500.0,10,0.2,0.016239489508417658,3.70376279986245
824,164.4302756547213,40000.0,13,0.26,0.01615829206087557,2.5954074866505676
825,518.6184500666025,62000.0,19,0.38,0.01607750060057119,2.967011733011203
826,-265.06776277554474,21000.0,7,0.14,0.015997113097568336,1.271535153603824
827,43.59999999999923,42000.0,12,0.24,0.015917127532080494,1.6164830721652808
828,528.0052534647664,60000.0,19,0.38,0.01583754189442009,2.304843729082287
829,-234.10929343015374,27000.0,9,0.18,0.01575835418494799,0.3261498688106176
830,303.99999999999943,52500.0,15,0.3,0.01567956241402325,1.6839224771342602
831,-108.39380347073899,30000.0,10,0.2,0.015601164601953134,0.46744968881257976
832,291.8352909918625,50000.0,16,0.32,0.015523158778943369,0.9691634321984847
833,-31.800000000000182,31000.0,9,0.18,0.015445542985048652,1.1042696466245154
834,-23.857502646050193,36500.0,12,0.24,0.015368315270123408,1.5248385588257536
835,-602.4565605751335,15000.0,5,0.1,0.01529147369377279,0.8311219644549288
836,-283.0000000000003,21000.0,7,0.14,0.015215016325303928,0.6781138113386822
837,57.457648030606606,39500.0,13,0.26,0.015138941243677408,0.33945074123335817
838,-279.0000000000002,21000.0,7,0.14,0.01506324653745902,1.1199387543750863
839,170.79999999999893,36000.0,12,0.24,0.014987930304771725,0.38675193835726646
840,-278.5999999999999,27000.0,9,0.18,0.014912990653247866,0.2307776356343604
841,-747.9780848608515,6000.0,2,0.04,0.014838425699981627,0.35593912518117454
842,-588.4829776095581,9000.0,3,0.06,0.01476423357148172,0.3633160630816068
843,-291.882842810531,21000.0,7,0.14,0.014690412403624311,1.291421919461779
844,-120.20000000000039,27000.0,9,0.18,0.01461696034160619,0.9277321834005808
845,-88.60000000000048,29000.0,9,0.18,0.014543875539898159,0.8753187485311618
846,-10.400000000000318,36000.0,10,0.2,0.014471156162198668,1.0314415109028643
847,-809.4000000000001,3000.0,1,0.02,0.014398800381387675,0.48040536512676846
848,90.99999999999932,33000.0,11,0.22,0.014326806379480736,1.9792438436003135
849,452.1999999999993,52000.0,17,0.34,0.014255172347583332,2.255196247477248
850,-434.63932418466027,15500.0,5,0.1,0.014183896485845416,0.4342861780322058
851,-366.8000000000001,18000.0,6,0.12,0.014112977003416188,0.06280000000000001
852,131.3999999999993,38500.0,12,0.24,0.014042412118399107,1.3132562108313284
853,-115.79999999999973,27000.0,9,0.18,0.013972200057807112,0.615560795278936
854,-52.74140545090091,33000.0,11,0.22,0.013902339057518077,1.0874425373423213
855,-326.6000000000001,22000.0,7,0.14,0.013832827362230486,0.6368132003239553
856,-407.40000000000015,19500.0,6,0.12,0.013763663225419333,0.9422399147087436
857,-129.67136927884735,29500.0,9,0.18,0.013694844909292236,2.5318172674788872
858,884.7355563444141,68000.0,22,0.44,0.013626370684745774,1.3704551819070847
859,-216.79999999999995,24000.0,8,0.16,0.013558238831322046,1.0990071027204151
860,-682.6,3000.0,1,0.02,0.013490447637165436,0.3106112804
861,-174.60000000000042,25500.0,8,0.16,0.013422995398979608,0.6186334446968064
862,-294.82247055029495,21000.0,7,0.14,0.01335588042198471,1.465658435109203
863,-183.9397844940491,30000.0,10,0.2,0.013289101019874787,1.0921172903932144
864,-489.95815553927406,27000.0,9,0.18,0.013222655514775413,0.9481081590797424
865,-443.4053795677272,25500.0,8,0.16,0.013156542237201536,1.7995024593171363
866,-725.1900375534934,6000.0,2,0.04,0.013090759526015528,0.31725972850174144
867,-211.79999999999973,28000.0,9,0.18,0.01302530572838545,1.61313528892627
868,-304.49885750122945,22000.0,6,0.12,0.012960179199743523,0.988136793714778
869,-286.8000000000005,23500.0,7,0.14,0.012895378303744804,0.393465830574046
870,-31.507419711751822,31500.0,10,0.2,0.01283090141222608,1.014782251454061
871,-64.20000000000005,34500.0,10,0.2,0.012766746905164949,1.063084178527605
872,-531.2000000000003,12000.0,4,0.08,0.012702913170639124,0.6763518921799565
873,186.15970521866757,39000.0,13,0.26,0.012639398604785928,2.8593112710221504
874,-344.74645655986166,18500.0,6,0.12,0.012576201611761997,1.5575119527311807
875,-656.0586263826995,6000.0,2,0.04,0.012513320603703188,0.09019479079861212
876,-446.2270321362923,30500.0,10,0.2,0.012450754000684672,0.3201147686627824
877,-107.40000000000003,30000.0,9,0.18,0.012388500230681249,0.6287359794383094
878,-314.80000000000075,18000.0,6,0.12,0.012326557729527843,0.5769854129643981
879,-200.37117730175714,24000.0,7,0.14,0.012264924940880204,3.2258630995028024
880,-534.2000000000003,9000.0,3,0.06,0.012203600316175803,0.7805639280204413
881,316.59999999999945,46000.0,15,0.3,0.012142582314594924,1.8478498786224575
882,-443.4480609442804,12500.0,4,0.08,0.01208186940302195,0.9124452197083928
883,-116.7999999999999,29000.0,8,0.16,0.01202146005600684,1.8529947362137216
884,372.69652952672857,51000.0,16,0.32,0.011961352755726806,2.1169070577525266
885,-554.1355208337486,12000.0,4,0.08,0.01190154599194817,0.6480076980683591
886,-452.5394010541745,14500.0,4,0.08,0.01184203826198843,1.610273140691372
887,-236.59999999999985,29000.0,9,0.18,0.011782828070678488,1.079732012429502
888,-176.00000000000108,24500.0,7,0.14,0.011723913930325095,2.13888530322324
889,638.2635482755171,61000.0,19,0.38,0.01166529436067347,2.0467413491403565
890,175.34644378519477,44500.0,13,0.26,0.011606967888870102,4.842425678737952
891,-496.20000000000044,9000.0,3,0.06,0.01154893304942575,0.18963833365200006
892,225.99999999999966,41000.0,12,0.24,0.011491188384178622,0.8347166182841308
893,6.385504387718925,36500.0,11,0.22,0.011433732442257729,4.968788433045322
894,-377.4000000000003,15000.0,5,0.1,0.01137656378004644,0.2505956
895,-695.0787182235831,3000.0,1,0.02,0.011319680961146208,0.45886870776458794
896,-78.2000000000005,27000.0,9,0.18,0.011263082556340478,0.0
897,-905.6550502074381,9000.0,3,0.06,0.011206767143558775,0.5293706934336896
898,-365.80000000000024,15000.0,5,0.1,0.011150733307840981,1.1690970165060124
899,-38.087995535905065,32000.0,10,0.2,0.011094979641301777,1.2852432344076712
900,-524.2591395388166,16000.0,5,0.1,0.011039504743095268,0.3610222907668432
901,-494.223451593393,10000.0,3,0.06,0.01098430721937979,0.66874543385673
902,-1.400000000000091,38500.0,12,0.24,0.010929385683282892,0.5904085245703243
903,-376.4000000000002,16500.0,5,0.1,0.010874738754866477,1.0229134023996387
904,-610.3070526854335,12000.0,4,0.08,0.010820365061092144,1.1876486811873603
905,-462.20000000000005,15000.0,5,0.1,0.010766263235786683,0.5800895234421539
906,69.19999999999959,33500.0,11,0.22,0.01071243191960775,0.4141505071376311
907,-130.55111118697124,32500.0,10,0.2,0.010658869760009713,0.9686589339181542
908,-369.80000000000024,18500.0,6,0.12,0.010605575411209664,1.1022160750072054
909,-287.2000000000007,18000.0,6,0.12,0.010552547534153616,0.3037334743259019
910,-514.6000000000001,12500.0,4,0.08,0.010499784796482848,0.47839547572046165
911,73.19999999999982,41500.0,13,0.26,0.010447285872500434,2.2617801699922877
912,-334.6000000000006,16000.0,5,0.1,0.01039504944313793,0.1509572882384
913,196.80000000000007,42500.0,13,0.26,0.010343074195922241,1.5248165536416443
914,546.4000000000002,48000.0,16,0.32,0.01029135882494263,0.29756852523056876
915,-22.199999999999932,30000.0,9,0.18,0.010239902030817916,1.4663186795136351
916,-441.20000000000067,12000.0,4,0.08,0.010188702520663827,0.42065240439999996
917,105.17810732786978,46500.0,13,0.26,0.010137759008060509,4.8866349811930725
918,-625.6,12000.0,4,0.08,0.010087070213020206,0.7309718361621576
919,-851.4420811265242,10000.0,3,0.06,0.010036634861955105,0.5440035462374918
920,-178.71083162254553,26000.0,8,0.16,0.01,0.5095749432178495
921,-443.9401160689665,18000.0,6,0.12,0.01,0.8747175560902725
922,268.3999999999992,40500.0,13,0.26,0.01,1.373266625942982
923,-358.40000000000043,16500.0,5,0.1,0.01,1.4460398063561206
924,-179.20000000000033,26000.0,8,0.16,0.01,1.844844167779224
925,-230.2000000000006,24000.0,7,0.14,0.01,1.713405863786777
926,-66.23740625841509,39000.0,13,0.26,0.01,0.5089000468048114
927,-495.04825714959236,15000.0,5,0.1,0.01,0.10400000000000002
928,51.32772182201893,33500.0,11,0.22,0.01,1.1492284026513742
929,-226.19809336040117,28000.0,9,0.18,0.01,1.0105713758581114
930,-212.40000000000083,24000.0,8,0.16,0.01,1.5144924023050845
931,-229.60000000000042,21500.0,7,0.14,0.01,0.39652648240000005
932,-168.1333594319857,28500.0,7,0.14,0.01,2.1431521476847184
933,-105.00000000000045,27500.0,8,0.16,0.01,1.702929055048785
934,-355.6249028091647,18000.0,6,0.12,0.01,0.0
935,-554.2000000000002,9000.0,3,0.06,0.01,0.9188708134694203
936,-169.5459061273492,27500.0,8,0.16,0.01,0.8176877296657397
937,-40.590808307395946,30000.0,10,0.2,0.01,4.0607138909011455
938,-274.40000000000043,18000.0,6,0.12,0.01,1.120140942304577
939,-505.40594558894446,12000.0,4,0.08,0.01,0.0
940,704.5999999999982,57000.0,19,0.38,0.01,1.6231691388874692
941,-26.773819959848538,31000.0,10,0.2,0.01,1.2773273277548753
942,-675.9952528643084,6000.0,2,0.04,0.01,0.41440054882325256
943,-135.00000000000028,26500.0,8,0.16,0.01,1.9774509541421108
944,-530.9801477224734,15500.0,5,0.1,0.01,1.6087122278490134
945,-169.00000000000057,28500.0,8,0.16,0.01,2.725113320853933
946,173.2770005705337,39000.0,13,0.26,0.01,3.0186266486984255
947,-56.093594565040235,27000.0,9,0.18,0.01,0.14877826199769575
948,-709.9426998648911,3000.0,1,0.02,0.01,0.1239596
949,-298.9277054811406,20000.0,6,0.12,0.01,1.2612526682680687
950,-613.2000000000003,8000.0,2,0.04,0.01,0.4859104799792
951,-440.8000000000003,12000.0,4,0.08,0.01,0.9202596344569821
952,-453.60000000000036,12000.0,4,0.08,0.01,0.9690354267417335
953,-341.6000000000006,19000.0,6,0.12,0.01,1.0173402062214953
954,333.2463818508687,50000.0,16,0.32,0.01,0.7493811400976647
955,-7.453002210346767,32500.0,10,0.2,0.01,2.024888326183426
956,-202.00000000000028,25000.0,8,0.16,0.01,1.429001391084435
957,-332.40000000000043,18000.0,6,0.12,0.01,0.29740320000000003
958,-16.199999999999932,30000.0,9,0.18,0.01,2.2031965108363063
959,468.9109595088263,51500.0,16,0.32,0.01,4.335597888219781
960,-296.9228367917374,24000.0,8,0.16,0.01,1.0829320935559064
961,-572.8,6000.0,2,0.04,0.01,0.5802452001443601
962,-122.16569320538531,34500.0,10,0.2,0.01,1.3964547063441182
963,-510.50759073550455,12000.0,4,0.08,0.01,0.9380241556303182
964,-534.6000000000001,9000.0,3,0.06,0.01,0.9217635353115606
965,296.6000000000005,49500.0,14,0.28,0.01,2.2138465290850395
966,201.99999999999977,42500.0,13,0.26,0.01,1.2446592490909623
967,-693.9699046899739,9000.0,3,0.06,0.01,0.47703527527624845
968,127.40471961470553,36000.0,12,0.24,0.01,0.9940093809711592
969,-102.01510613018405,30000.0,10,0.2,0.01,0.5100403809090941
970,-510.6531442513358,9500.0,3,0.06,0.01,0.5432615406703332
971,-202.55354774423836,21500.0,7,0.14,0.01,0.2872083699787935
972,51.21893086832972,35000.0,11,0.22,0.01,1.2011736272255775
973,-251.40000000000123,21500.0,6,0.12,0.01,0.7764216275349257
974,-35.064323053577596,33500.0,11,0.22,0.01,3.2374076635644378
975,-194.01968955180348,21000.0,7,0.14,0.01,1.024976558804577
976,-527.8000000000002,11000.0,3,0.06,0.01,0.0655336
977,-650.5656293417621,15000.0,5,0.1,0.01,0.620585195146893
978,-750.0,0.0,0,0.0,0.01,0.08079920000000002
979,-3.889582490497901,36000.0,12,0.24,0.01,0.6072117365820163
980,-412.2064577333807,15000.0,5,0.1,0.01,1.507210030029935
981,-554.0000000000001,12000.0,4,0.08,0.01,1.4685329533357043
982,418.6775535447822,50500.0,16,0.32,0.01,4.048483381811391
983,-383.19205381114466,15000.0,5,0.1,0.01,0.6598958401830239
984,-159.3999999999993,27000.0,9,0.18,0.01,0.1028715487430244
985,-496.6156460308789,30000.0,10,0.2,0.01,2.7559654516579606
986,-359.80000000000035,15000.0,5,0.1,0.01,0.5973617500692943
987,-40.4593138318553,31000.0,10,0.2,0.01,2.9134684617719984
988,-166.84398864177564,25500.0,8,0.16,0.01,1.383599771177404
989,-1241.4002534932818,3000.0,1,0.02,0.01,0.7777945387281957
990,131.59999999999934,37000.0,12,0.24,0.01,1.575458353302335
991,-229.40000000000032,25500.0,8,0.16,0.01,2.0913514132094537
992,236.5875256327937,45000.0,15,0.3,0.01,2.7990446222016567
993,-20.600000000000023,29000.0,9,0.18,0.01,1.534785607750917
994,-496.40000000000026,12000.0,4,0.08,0.01,0.0
995,-303.9397676937892,24500.0,8,0.16,0.01,1.809656571281316
996,-24.040981006393736,31000.0,10,0.2,0.01,0.9006422869232492
997,-464.66890875279125,18500.0,6,0.12,0.01,1.1958387643467625
998,104.90022143217357,38000.0,12,0.24,0.01,4.922433014120595
999,-463.2000000000002,12000.0,4,0.08,0.01,0.5567191861608295
1000,-192.00000000000097,22500.0,7,0.14,0.01,2.0343975271335992
