episode,reward,revenue,rooms_sold,occupancy_rate,epsilon,average_q,loss
66,-1466.9700804194563,33500.0,9,0.18,0.7183288830986236,9.365641441345215,3011.141806488037
67,-1582.3971806694115,29500.0,8,0.16,0.7147372386831305,0.7291251862049103,3346.6572036743164
68,-2325.537297468045,8000.0,2,0.04,0.7111635524897149,-14.051463732719421,3056.0164025878908
69,-1568.359251396308,31000.0,8,0.16,0.7076077347272662,0.5651066398620606,3526.2509341430664
70,-2358.454214779743,14000.0,4,0.08,0.7040696960536299,-0.04371854782104492,2465.597752227783
71,-2355.8767549884305,3000.0,1,0.02,0.7005493475733617,-15.057043761014938,3345.620447845459
72,-1466.0659838826564,32500.0,8,0.16,0.697046600835495,7.059736654795707,2333.128897705078
73,-2049.1935136402208,25500.0,7,0.14,0.6935613678313175,-2.7373528575897215,2686.937964782715
74,-2089.2937336900754,9000.0,2,0.04,0.6900935609921609,7.708073667883873,2804.6615579223635
75,-1945.7272146853607,7000.0,2,0.04,0.6866430931872001,-15.99362848162651,2232.2540919494627
76,-1972.7293722960424,6000.0,2,0.04,0.6832098777212641,0.02424920439720154,2454.0269927978516
77,-1649.6754281004899,28000.0,7,0.14,0.6797938283326578,4.705402493849396,2782.465342712402
78,-1349.3520291003883,31000.0,7,0.14,0.6763948591909945,4.34145513176918,2555.4882810974123
79,-1170.7836830820104,34000.0,9,0.18,0.6730128848950395,3.6857818078994753,2551.2369161987303
80,-1453.925065873791,32000.0,9,0.18,0.6696478204705644,3.654652685523033,2390.84338470459
81,-1939.9999999999977,3500.0,1,0.02,0.6662995813682115,-17.51739350736141,1864.669793624878
82,-1134.5917623441385,40500.0,10,0.2,0.6629680834613705,12.695903412103654,1940.9624697113038
83,-1769.5089800278336,7500.0,2,0.04,0.6596532430440636,-15.42852914571762,1676.504423980713
84,-2576.579863282933,0.0,0,0.0,0.6563549768288433,-8.561407291889191,2118.6399983215333
85,-1663.1312650584357,24000.0,6,0.12,0.653073201944699,-13.994562425166368,2027.8282179260254
86,-1762.9057820250914,15500.0,4,0.08,0.6498078359349755,-17.093417867422104,2142.766455459595
87,-1060.0727117928138,23500.0,6,0.12,0.6465587967553006,-8.584629845917226,1809.1945687866212
88,-1803.8945871597784,57500.0,16,0.32,0.6433260027715241,2.6511276054382322,1635.670450592041
89,-627.901521874884,36500.0,10,0.2,0.6401093727576664,16.355739179849625,1572.3154328155517
90,-491.9999999999999,66000.0,16,0.32,0.6369088258938781,10.897955347597598,1744.315320892334
91,-1525.6651026562677,26000.0,6,0.12,0.6337242817644086,6.185855221748352,1540.2497576141357
92,-1626.200000000002,7500.0,2,0.04,0.6305556603555866,8.309987366199493,1475.655733795166
93,-3064.8532678391502,5000.0,1,0.02,0.6274028820538087,-17.218740832805633,1170.4552194976807
94,-1577.8076675965144,11000.0,3,0.06,0.6242658676435396,-18.13817065060139,1329.6735816955565
95,-1470.0171381284902,15500.0,4,0.08,0.6211445383053219,-18.93424223780632,1339.3651507568359
96,-1930.7781206615766,11000.0,2,0.04,0.6180388156137953,-20.05086697191,1346.8916557312011
97,-2230.8328664727233,6500.0,2,0.04,0.6149486215357263,-4.115880072116852,1384.1528874206542
98,-1433.611010593601,21500.0,7,0.14,0.6118738784280476,10.667738176882267,1345.727410583496
99,-1430.1621018956441,20500.0,5,0.1,0.6088145090359074,5.387416958808899,1242.75000831604
100,-1806.7914156620072,3500.0,1,0.02,0.6057704364907278,2.0088958489894866,1095.1138506317138
101,-2061.8241054446025,26500.0,8,0.16,0.6027415843082742,1.0282715652137995,986.4114711761474
102,-1434.3160622444143,13500.0,4,0.08,0.5997278763867329,-15.11154809847474,905.3225038146973
103,-1172.0746114990511,47500.0,13,0.26,0.5967292370047992,14.186595047712325,817.4372119140625
104,-1577.0003201112522,29000.0,8,0.16,0.5937455908197752,12.520986278057098,912.0972086334228
105,-2042.0768348072488,12500.0,4,0.08,0.5907768628656763,-21.174732501506806,819.7379284667969
106,-1733.2205331892937,13000.0,3,0.06,0.5878229785513479,-24.723881863355636,777.5228067207337
107,-1768.6629373035594,15500.0,5,0.1,0.5848838636585911,-17.991429140567778,815.9629921722412
108,-1259.941454979853,39000.0,10,0.2,0.5819594443402982,11.83388769507408,777.6807312774658
109,-1877.9559335530096,10500.0,3,0.06,0.5790496471185967,-20.505932731926443,699.4164514160157
110,-235.96240544999392,59500.0,14,0.28,0.5761543988830038,20.712983345985414,735.9527671813964
111,-2282.8826878466575,3500.0,1,0.02,0.5732736268885887,-33.154981977939606,597.2786608886719
112,-1365.8998711628776,39500.0,10,0.2,0.5704072587541458,3.497486603856087,534.3498922729492
113,-1556.6000000000004,7500.0,2,0.04,0.567555222460375,-26.14652129098773,580.2864849853515
114,-1948.5999999999997,13000.0,3,0.06,0.5647174463480732,-27.59229841157794,484.97653285980226
115,-1497.2223129934614,10500.0,3,0.06,0.5618938591163328,-19.676677618175745,485.13954643249514
116,-1963.163216340513,15500.0,4,0.08,0.5590843898207511,-27.964929234981536,482.5998838806152
117,-2038.2923529247214,31500.0,8,0.16,0.5562889678716474,-12.592226419448853,451.5118872833252
118,-1432.1074576543851,12500.0,4,0.08,0.5535075230322891,-20.290273962020873,529.4381427001953
119,-1175.3983903128028,41000.0,12,0.24,0.5507399854171277,7.883496433496475,489.23190128326416
120,-1813.8140874084302,3500.0,1,0.02,0.547986285490042,-6.9027973544597625,471.7326242828369
121,-1208.4000000000005,27500.0,7,0.14,0.5452463540625918,10.05856433391571,446.7279752731323
122,-946.3135005263797,35500.0,9,0.18,0.5425201222922789,14.883488205671311,348.1750330352783
123,-1827.0936967399045,7000.0,2,0.04,0.5398075216808175,-7.930547800064087,325.6988265609741
124,-1246.8000000000002,5500.0,1,0.02,0.5371084840724134,-25.44056365251541,324.9972105407715
125,-1833.8000000000018,16000.0,5,0.1,0.5344229416520513,3.1265483576059343,354.8990183258057
126,-1753.9118704527027,11000.0,3,0.06,0.531750826943791,8.58504932641983,333.2328533554077
127,-1603.4647737096896,36500.0,11,0.22,0.5290920728090721,6.058802385628224,372.0864393997192
128,-550.1944465211278,57500.0,13,0.26,0.5264466124450268,17.078222995400427,333.2309259033203
129,-2184.5227815291555,0.0,0,0.0,0.5238143793828016,-45.46058948278427,363.2126102256775
130,-1308.3045689650307,43000.0,11,0.22,0.5211953074858876,13.78123989135027,364.9453393554688
131,-1032.1873385615395,43500.0,11,0.22,0.5185893309484582,7.510335235595703,343.41579093933103
132,-803.821611955327,29500.0,7,0.14,0.5159963842937159,15.327451357841491,299.3381635284424
133,-954.7428662932343,35500.0,9,0.18,0.5134164023722473,0.5250215125083924,306.8719873046875
134,-1359.2879731263115,21500.0,6,0.12,0.510849320360386,-28.310869295597076,337.8451910018921
135,-1233.208026143392,43500.0,12,0.24,0.5082950737585841,6.942746801227331,295.61118496894835
136,-714.7027247984872,37000.0,10,0.2,0.5057535983897912,10.119730882644653,281.3754295730591
137,-813.947342306583,33000.0,9,0.18,0.5032248303978422,18.01125012874603,318.53377494812014
138,-822.7214291155337,36500.0,10,0.2,0.500708706245853,13.174529402256011,294.21518409729003
139,-1900.4449522652399,0.0,0,0.0,0.4982051627146237,-49.6920647546649,307.7059538269043
140,-1626.1987802549816,12500.0,3,0.06,0.49571413690105054,-30.74747388601303,293.81714012145994
141,-1837.230738871262,21500.0,6,0.12,0.4932355662165453,-11.969568939208985,337.5588489151001
142,-1630.998773307238,0.0,0,0.0,0.4907693883854626,-36.41967097043991,313.4466593360901
143,-963.1155320405505,28000.0,7,0.14,0.4883155414435353,8.614002161026,322.882138671875
144,-1127.4140812792648,30000.0,7,0.14,0.4858739637363176,14.444223256111146,282.7338927459717
145,-752.3231379319452,43000.0,11,0.22,0.483444593917636,19.20118660092354,311.2234969329834
146,-627.7372467478549,69500.0,17,0.34,0.4810273709480478,11.532021920681,288.078985748291
147,-1011.9801343978193,36500.0,9,0.18,0.47862223409330756,16.295459897518157,259.85642159461975
148,-849.362225545146,50500.0,12,0.24,0.47622912292284103,-23.33806073188782,266.20771942138674
149,-1339.0867692890438,20000.0,5,0.1,0.4738479773082268,-5.193180780410767,256.814696598053
150,-1561.6000000000017,3500.0,1,0.02,0.47147873742168567,3.0025866064429283,262.8273238372803
151,-1346.7118374309791,15000.0,4,0.08,0.46912134373457726,-5.286206002235413,329.4011185836792
152,-1024.4831306498324,38500.0,9,0.18,0.46677573701590436,-2.587988817691803,291.1411315536499
153,-1339.5395731581002,24500.0,7,0.14,0.46444185833082485,11.596339492797851,294.97305568695066
154,-524.2989395741679,57000.0,17,0.34,0.46211964903917074,23.98206387758255,308.62949028015134
155,-2169.1999999999966,3500.0,1,0.02,0.4598090507939749,-45.33827844798565,274.07904598236087
156,-1346.0704625238654,27500.0,8,0.16,0.457510005540005,3.7144137051701547,262.12301094055175
157,-1660.0000000000014,12500.0,3,0.06,0.45522245551230495,6.199979846477508,283.2290151977539
158,-1832.000000000001,10500.0,3,0.06,0.4529463432347434,3.518374196588993,282.72070026397705
159,-2724.124280814146,7000.0,2,0.04,0.4506816115185697,-81.7707694503665,301.02801082611086
160,-1673.9988857095416,19000.0,5,0.1,0.4484282034609769,-15.42430140733719,284.57634311676026
161,-1752.3699517142904,33500.0,9,0.18,0.446186062443672,-27.05732516169548,324.8081994628906
162,-1599.558840805087,0.0,0,0.0,0.4439551321314536,-69.72309245154261,284.4314153289795
163,-2152.7728719198612,7500.0,2,0.04,0.4417353564707963,-26.40249665439129,297.67558227539064
164,-1129.8000000000004,13000.0,3,0.06,0.43952667968844233,-36.2548421984911,309.8677384567261
165,-834.8468778655642,37500.0,9,0.18,0.43732904629000013,-5.810051678419113,293.71083011627195
166,-1178.9424538443936,30500.0,7,0.14,0.4351424010585501,-45.751337287426,290.9254630279541
167,-2285.330637195733,13000.0,4,0.08,0.43296668905325736,-81.66247862547635,325.4171001815796
168,-1146.4317384252781,17500.0,5,0.1,0.43080185560799106,0.15118534564971925,293.32770374298093
169,-1153.4043906992358,32500.0,8,0.16,0.4286478463299511,-40.79430355429649,320.9938449859619
170,-1094.1580415367503,38000.0,9,0.18,0.42650460709830135,13.285233840942382,298.86551448822024
171,-679.1999999999998,35500.0,9,0.18,0.42437208406280985,-32.25906186580658,310.05042182922364
172,-1906.0332988212415,24500.0,7,0.14,0.4222502236424958,-80.74906461477279,323.4602335357666
173,-1468.5770494686815,7500.0,2,0.04,0.42013897252428334,-27.74397238612175,313.9099112701416
174,-1117.7242921215034,32500.0,6,0.12,0.4180382776616619,9.062555027008056,336.9008110046387
175,-1476.3252848515215,22500.0,6,0.12,0.4159480862733536,5.906118321418762,325.3850473022461
176,-1360.9054321620524,12000.0,3,0.06,0.41386834584198684,-16.077920079231262,312.492424659729
177,-1352.4837077891154,12500.0,3,0.06,0.4117990041127769,1.6477560305595398,334.42095294952395
178,-1203.2,24000.0,6,0.12,0.40974000909221303,-6.846293075084686,290.87927397727964
179,-1295.4000000000005,12000.0,3,0.06,0.40769130904675194,-2.8045021307468416,297.51766258239746
180,-759.2031404949927,36000.0,9,0.18,0.40565285250151817,19.334116878509523,294.84887697219847
181,-1398.2201546152069,19000.0,5,0.1,0.4036245882390106,-11.262496843338013,345.19266510009766
182,-1210.6000000000001,20000.0,5,0.1,0.4016064652978155,3.363919434286654,295.0787742233276
183,-1152.8000000000002,22000.0,6,0.12,0.3995984329713264,7.327280659675598,300.05763504028323
184,-1273.2774526267956,12000.0,3,0.06,0.3976004408064698,-42.77188138961792,295.1120213317871
185,-1199.9999999999998,25500.0,7,0.14,0.39561243860243744,-7.939406809806823,309.7252844619751
186,-1406.503063084936,4000.0,1,0.02,0.3936343764094253,-62.46929978370667,290.4022639083862
187,-1977.694580479263,15500.0,4,0.08,0.39166620452737816,-93.14859923571348,328.4056454467773
188,-1420.0722665178141,23000.0,6,0.12,0.3897078735047413,-0.2721218538284302,288.6662685394287
189,-1345.550786458864,26000.0,5,0.1,0.3877593341372176,3.377539587020874,302.88159996032715
190,-1570.0,0.0,0,0.0,0.3858205374665315,-69.94112096190453,296.62371341705324
191,-1547.9851820457116,20500.0,6,0.12,0.38389143477919885,3.7379295349121096,339.82377380371094
192,-1262.7954704925783,13000.0,3,0.06,0.3819719776053028,-53.34377480655908,312.4189905166626
193,-1070.7005205164796,30000.0,7,0.14,0.3800621177172763,3.3987356010079384,310.9092634582519
194,-1723.229933466914,5000.0,1,0.02,0.37816180712868996,-80.18254244446754,326.6311568450928
195,-1545.1999999999996,11500.0,3,0.06,0.37627099809304654,-52.45060401678085,311.5044530105591
196,-1217.9231994042923,8000.0,2,0.04,0.3743896431025813,-52.61028164863586,292.92032173156736
197,-940.4040880047525,31500.0,8,0.16,0.37251769488706843,15.843300371170043,320.33001579284667
198,-757.0901741996558,34500.0,8,0.16,0.3706551064126331,9.501052799224853,312.80671409606936
199,-1725.7252772976015,0.0,0,0.0,0.36880183088056995,-75.11727807283401,298.27739372253416
200,-635.3062724420837,34500.0,9,0.18,0.3669578217261671,18.598519706726073,309.87361877441407
201,-1531.499560060993,16500.0,4,0.08,0.36512303261753626,-57.11153343200684,354.73864736557005
202,-955.3999999999997,38000.0,11,0.22,0.3632974174544486,13.629142394065857,333.97121919631957
203,-1524.3697199305973,3500.0,1,0.02,0.3614809303671764,-56.02646831274033,287.7530424880981
204,-1238.6808929892575,4000.0,1,0.02,0.3596735257153405,-51.566851470470425,301.2463114929199
205,-1102.0000000000002,17500.0,5,0.1,0.3578751580867638,9.081493797302246,304.48774894714353
206,-1202.14641988931,11500.0,3,0.06,0.35608578229633,-47.96232794165611,282.3551206207275
207,-1707.6206324458383,6500.0,2,0.04,0.3543053533848483,-62.870491280555726,308.1092364883423
208,-2151.6165795644392,19500.0,5,0.1,0.35253382661792404,-112.26382746219635,268.2332221221924
209,-1680.7239847105916,0.0,0,0.0,0.3507711574848344,-89.10639066815376,297.8647975921631
210,-867.9064215353432,28000.0,8,0.16,0.34901730169741024,-72.05510978102684,291.0005997085571
211,-1391.8794015208866,11500.0,3,0.06,0.3472722151889232,-81.06958932161331,346.1081715965271
212,-985.3999999999997,17000.0,5,0.1,0.3455358541129786,-41.67380029678345,304.89198921203615
213,-783.6740723189728,31500.0,9,0.18,0.3438081748424137,9.592285442352296,305.30275875091553
214,-574.5590487702758,41000.0,11,0.22,0.3420891339682016,-3.680410499572754,294.71318698883056
215,-384.56155940884787,48500.0,12,0.24,0.3403786882983606,25.54588830947876,341.8524462890625
216,-389.93943301030106,34500.0,9,0.18,0.3386767948568688,21.106470260620117,352.5761120223999
217,-1732.7855108644962,23000.0,6,0.12,0.33698341088258443,-110.19364915370942,304.48357076644896
218,-853.8033702194615,39000.0,12,0.24,0.3352984938281715,2.4656894397735596,300.03388103485105
219,-672.6,33000.0,9,0.18,0.33362200135903064,19.06660813331604,304.93019323349
220,-1588.0619400295682,7000.0,2,0.04,0.33195389135223546,-68.58657807230949,342.62786247253416
221,-677.4385895049415,33500.0,10,0.2,0.3302941218954743,-40.872239212989804,329.2098942375183
222,-1601.2890800535417,0.0,0,0.0,0.32864265128599696,-88.01738296985626,316.89418640136716
223,-1522.5778591652215,22000.0,6,0.12,0.326999438029567,-57.93890228748322,308.5327104187012
224,-1375.4514366475792,13000.0,3,0.06,0.3253644408394192,-79.06967993617057,311.15578983306887
225,-1218.6979340886605,27000.0,7,0.14,0.3237376186352221,-10.728897781372071,319.94912288665773
226,-1622.9623704936985,0.0,0,0.0,0.322118930542046,-102.42308706521987,297.1301658248901
227,-1208.4000000000005,22000.0,6,0.12,0.32050833588933575,-49.96577785491943,306.42433780670166
228,-1411.148756910978,8500.0,2,0.04,0.31890579420988907,-99.16945054769516,322.202216758728
229,-955.0000000000002,27500.0,6,0.12,0.3173112652388396,-51.235192670822144,286.5324063491821
230,-883.0211873351343,39500.0,11,0.22,0.3157247089126454,22.923310594558714,268.73316207885745
231,-1456.598064577493,15500.0,4,0.08,0.3141460853680822,-30.250069160461425,301.8078430557251
232,-1430.0,0.0,0,0.0,0.3125753549412418,-54.722920980453495,263.21152627944946
233,-1297.95491537515,31000.0,9,0.18,0.31101247816653554,-52.32826539993286,307.98530097961424
234,-1051.5665723271438,26000.0,7,0.14,0.30945741577570285,-52.99865864276886,276.53216831207277
235,-573.7693853392456,55000.0,12,0.24,0.3079101286968243,16.88883752822876,294.4870095062256
236,-1356.788122177667,18500.0,5,0.1,0.3063705780533402,-62.85665068626404,288.40838953018186
237,-258.27882194496283,46000.0,12,0.24,0.30483872516307353,31.380356063842772,267.64529178619387
238,-1139.1362163098988,16000.0,4,0.08,0.3033145315372582,-27.705588030815125,289.50484992980955
239,-425.7236880953205,47500.0,13,0.26,0.3017979588795719,19.467964038848876,269.4284206199646
240,-1277.6000000000001,4500.0,1,0.02,0.30028896908517405,-57.14475670814514,297.07288890838623
241,-1542.0868648989908,6500.0,2,0.04,0.2987875242397482,-104.42152562379837,329.681507358551
242,-1461.6314014653135,12500.0,4,0.08,0.29729358661854943,-75.75584558963776,300.24015182495117
243,-677.8008930910579,32500.0,7,0.14,0.29580711868545667,-56.20133602142334,263.0681212615967
244,-1023.0356845265592,34500.0,10,0.2,0.2943280830920294,-59.3185397541523,284.1219301986694
245,-888.4726144920895,32500.0,9,0.18,0.29285644267656924,-58.8936998462677,305.21285022735594
246,-1556.9748548997882,3500.0,1,0.02,0.2913921604631864,-105.21491113647818,303.7223812484741
247,-664.420146297356,44500.0,13,0.26,0.28993519966087045,-3.7721230602264404,307.3972014808655
248,-1015.5363120701256,33000.0,10,0.2,0.2884855236625661,-57.188804728984834,275.96254226684573
249,-772.1999999999999,22500.0,6,0.12,0.28704309604425327,-48.314228873252866,279.096151599884
250,-1113.4,26500.0,8,0.16,0.285607880564032,6.426681613922119,313.4713729476929
251,-1121.6727946926349,17000.0,5,0.1,0.28417984116121187,-47.550552377700804,313.07439601898193
252,-526.6000000000004,45000.0,11,0.22,0.2827589419554058,18.514218101501466,308.0700776672363
253,-1151.930348280533,6000.0,2,0.04,0.28134514724562876,-96.71598898410797,322.9112574386597
254,-1459.8301285065327,6500.0,2,0.04,0.2799384215094006,-124.1285264223814,295.62296691894534
255,-137.57749462787626,50500.0,13,0.26,0.27853872940185365,30.60893686771393,264.9683459854126
256,-1058.8863921974012,6000.0,2,0.04,0.27714603575484437,-61.407197165489194,287.1284236526489
257,-1102.5247956966277,10500.0,3,0.06,0.2757603055760701,-47.995427217483524,282.75015283584594
258,-1210.4617188321586,13500.0,4,0.08,0.2743815040481898,-73.87141494989395,292.34056934356687
259,-1219.274575248256,13500.0,3,0.06,0.2730095965279488,0.17395784378051757,285.8910576629639
260,-1686.4088813497651,10000.0,3,0.06,0.27164454854530906,-50.44651242733002,312.3405311584473
261,-263.6897642177004,39500.0,11,0.22,0.2702863258025825,12.868653335571288,280.7530187988281
262,-1650.7300588198368,3500.0,1,0.02,0.2689348941735696,-77.5182780790329,274.81581909179687
263,-1190.620550818763,9500.0,3,0.06,0.26759021970270175,-108.17448513746261,309.9504895782471
264,-1909.8462131209028,0.0,0,0.0,0.2662522686041882,-120.68396392583847,296.7772624206543
265,-548.1148637797685,26000.0,8,0.16,0.2649210072611673,-68.10341833591461,280.2987401199341
266,-946.2494570835762,27500.0,6,0.12,0.26359640222486147,-59.86108440876007,292.2795770263672
267,-1026.0117753785553,9500.0,3,0.06,0.26227842021373715,-35.94053803920746,327.18830272674563
268,-699.8823253602791,20500.0,5,0.1,0.2609670281126685,-25.54362659931183,300.95117645263673
269,-347.7954826950863,30500.0,9,0.18,0.25966219297210513,15.60214201927185,276.48142978668216
270,-121.19999999999987,38500.0,11,0.22,0.2583638820072446,-39.54881433784962,278.4320570755005
271,-720.4130151599676,36500.0,9,0.18,0.2570720625972084,11.748470783233643,284.24740989685057
272,-1450.0,0.0,0,0.0,0.25578670228422234,-97.03329726696015,250.01722848892211
273,-1477.4669830558423,20000.0,6,0.12,0.25450776877280124,-50.54550001263618,273.67873829841614
274,-6.115651251219731,62500.0,19,0.38,0.2532352299289372,12.147468957901001,280.863525352478
275,-1299.6958377624155,3000.0,1,0.02,0.2519690537792925,-72.58726363182068,283.09723735809325
276,-710.8874409995476,25000.0,8,0.16,0.2507092085103961,-47.12832806587219,294.16102500915525
277,-863.5657094553128,23500.0,7,0.14,0.2494556624678441,-58.36304886817932,268.19221366882323
278,-1120.66076741252,17000.0,5,0.1,0.24820838415550486,-21.041092343330384,275.5956314086914
279,-1545.8478390287487,9500.0,3,0.06,0.24696734223472733,-61.12741810590029,296.31400913238525
280,-771.480834174038,23000.0,6,0.12,0.2457325055235537,6.621777305603027,293.39511058807375
281,-1408.2607169180183,6500.0,2,0.04,0.24450384299593592,-63.740245764255526,306.80387634277344
282,-1319.6000000000004,7000.0,2,0.04,0.24328132378095624,-13.401916103363037,272.13462970733644
283,-458.9512279249913,25000.0,8,0.16,0.24206491716205145,-91.42227282047271,268.50242433547976
284,-720.8773091469511,33500.0,11,0.22,0.2408545925762412,-71.52912864685058,268.61621467590334
285,-880.3685145854886,6000.0,2,0.04,0.23965031961336,-84.22404150366783,271.4467558288574
286,-1056.7999999999997,18500.0,5,0.1,0.2384520680152932,11.905834715366364,266.07953929901123
287,-1653.5799737765974,16000.0,5,0.1,0.23725980767521673,-117.71128890037537,276.3123973083496
288,-653.2181485805025,28500.0,8,0.16,0.23607350863684065,-68.91273289680481,296.86374524116513
