episode,reward,revenue,rooms_sold,occupancy_rate,epsilon,average_q,loss
289,-792.9416459856988,16000.0,4,0.08,0.23489314109365644,-58.26704212427139,253.07684400558472
290,-883.9372330861991,6500.0,2,0.04,0.23371867538818816,-67.06156400680543,271.73190872192384
291,-631.5495622283845,30500.0,10,0.2,0.23255008201124722,-10.058085474967957,301.18275478363034
292,-174.7901429248712,37000.0,12,0.24,0.231387331601191,-2.460132737159729,289.15584083557127
293,-689.1651359239229,20500.0,6,0.12,0.23023039494318503,-59.099162791967395,273.27392120361327
294,-861.0742266387733,25000.0,8,0.16,0.2290792429684691,-68.6020418024063,273.5269966125488
295,-1161.9459370171942,3000.0,1,0.02,0.22793384675362674,-107.50603076934814,291.74245384216306
296,-1014.5616210131839,7000.0,2,0.04,0.22679417751985861,-93.3545391178131,267.14678161621094
297,-622.0568193075899,22000.0,7,0.14,0.22566020663225933,-74.68140874862671,296.0849662399292
298,-903.9925914964363,41500.0,11,0.22,0.22453190559909803,-58.36368260383606,290.04407599449155
299,-1214.0186869302227,32000.0,10,0.2,0.22340924607110255,-138.81273368835448,299.2119390487671
300,-197.3999999999998,39000.0,11,0.22,0.22229219984074702,12.064702348709107,288.4892023849487
301,-1426.9000925579735,18000.0,6,0.12,0.2211807388415433,-120.88983315467834,287.8158880996704
302,-1631.2743933100367,4000.0,1,0.02,0.22007483514733558,-84.86964624166488,285.4312245941162
303,-439.0000000000001,37500.0,10,0.2,0.2189744609715989,25.88705961227417,269.75472606658934
304,-733.9999999999997,13500.0,3,0.06,0.2178795886667409,-91.80147221565247,278.4448906326294
305,-951.0439079680297,17000.0,5,0.1,0.2167901907234072,-69.12357414722443,269.36718772888185
306,-931.8538430162248,28500.0,7,0.14,0.21570623976979014,-58.57020698547363,329.85550872802736
307,-1331.6000000000006,6000.0,2,0.04,0.21462770857094118,-81.64923163890839,272.25669033050536
308,-1448.638069523648,6000.0,2,0.04,0.21355457002808648,-118.45219604492188,270.61215198516845
309,-982.7999999999997,7000.0,2,0.04,0.21248679717794605,-61.16891212970018,308.5726992034912
310,-515.6333546112011,36000.0,9,0.18,0.21142436319205632,4.176888275146484,293.5382391357422
311,-813.3999999999997,20500.0,6,0.12,0.21036724137609603,2.724103555679321,284.17936111450194
312,-1143.6,6000.0,2,0.04,0.20931540516921554,-100.38369382917881,287.255782699585
313,-415.20000000000044,28000.0,8,0.16,0.20826882814336947,19.14630910873413,276.91582942962646
314,-499.19999999999993,19000.0,6,0.12,0.20722748400265262,8.158758630752564,294.7079932022095
315,-624.8642226667281,23000.0,7,0.14,0.20619134658263935,-58.71482894659042,260.1344687652588
316,-603.4,20000.0,5,0.1,0.20516038984972615,-87.05054871559143,293.8445122528076
317,-214.63902491437295,39000.0,11,0.22,0.2041345879004775,22.149109468460082,294.2560625839233
318,-521.0220290556151,30500.0,7,0.14,0.2031139149609751,6.04895323753357,278.01999210357667
319,-944.9398547586989,13500.0,4,0.08,0.20209834538617025,-70.49656534194946,264.4426082420349
320,-625.3935472018259,26000.0,6,0.12,0.2010878536592394,-45.28962206840515,294.665256690979
321,-205.01260212022845,46500.0,11,0.22,0.2000824143909432,24.505393862724304,258.211978225708
322,-817.8,12500.0,4,0.08,0.19908200231898848,-100.80946672916413,279.9278155899048
323,-704.4,12000.0,4,0.08,0.19808659230739353,-106.85161165475846,266.3496709060669
324,-795.7245314447654,23000.0,6,0.12,0.19709615934585656,1.672603302001953,249.33272567749023
325,-186.80000000000155,31500.0,7,0.14,0.19611067854912728,14.712155346870423,280.9628016662598
326,-742.3651625316521,27000.0,9,0.18,0.19513012515638165,-147.06670422554015,259.48336204528806
327,-884.7493594331887,6500.0,2,0.04,0.19415447453059972,-92.57493014335633,256.41130306243895
328,-602.2000000000002,21500.0,6,0.12,0.19318370215794672,5.059022436141968,261.19993816375734
329,-755.8,12500.0,4,0.08,0.192217783647157,-63.35158132553101,299.2599890899658
330,-412.47877189079566,44500.0,14,0.28,0.1912566947289212,-70.42722846508026,272.4334147262573
331,196.27831666352915,49000.0,13,0.26,0.1903004112552766,32.84329478263855,292.36729747772216
332,-611.6499713262068,52000.0,13,0.26,0.18934890919900021,23.80635589838028,264.18678844451904
333,-724.6538917011716,16000.0,5,0.1,0.18840216465300522,-72.16314524173737,303.9005399417877
334,-637.7772903465071,21000.0,6,0.12,0.18746015382974018,-108.02951018333435,320.3295373916626
335,-396.71165653359503,28000.0,8,0.16,0.1865228530605915,-33.98760166168213,265.70040927886964
336,-1074.876040529225,9500.0,3,0.06,0.18559023879528855,-115.44994368553162,274.42063621521
337,-1015.1633237637936,6000.0,2,0.04,0.1846622876013121,-142.45748117804527,288.7078974533081
338,-330.0143080428556,31000.0,8,0.16,0.18373897616330553,20.48260925889015,260.4466407585144
339,-1004.3263659409863,12000.0,3,0.06,0.182820281282489,-96.89034603476524,290.6700242614746
340,-1118.1824449700305,6000.0,2,0.04,0.18190617987607657,-93.56718285560608,279.6637982559204
341,-848.0943741359264,34000.0,9,0.18,0.18099664897669618,-81.73797761499881,289.08436100006105
342,-1008.9774265463986,11000.0,3,0.06,0.1800916657318127,-50.4919441139698,256.67373878479003
343,-995.6077642864633,0.0,0,0.0,0.17919120740315364,-115.1179427433014,288.26895111083985
344,-1075.0000000000005,9000.0,3,0.06,0.17829525136613786,-111.23889031410218,260.0424720001221
345,100.33549339108959,60000.0,20,0.4,0.17740377510930716,9.721188430786134,259.14815521240234
346,-1187.9299603511338,4000.0,1,0.02,0.17651675623376062,-127.85575437963008,267.8121298217773
347,-1062.5999999999997,22500.0,6,0.12,0.1756341724525918,-1.1623469758033753,267.22338686943056
348,-380.0735627215158,31500.0,10,0.2,0.17475600159032884,-15.30829526424408,265.3276733779907
349,-619.9820360115682,15000.0,5,0.1,0.17388222158237718,-76.19867923736572,254.3275856590271
350,-200.67316973296352,42500.0,10,0.2,0.1730128104744653,12.440127556324006,267.06361473083496
351,-675.4983422244786,18500.0,5,0.1,0.17214774642209296,2.052982726097107,253.97022411346435
352,-20.331191991682886,45000.0,15,0.3,0.1712870076899825,-65.89711824417114,261.7077986049652
353,-710.8,12000.0,4,0.08,0.17043057265153258,-93.40838529348373,239.74938537597657
354,-402.62568063267554,29000.0,9,0.18,0.16957841978827493,-32.39451035499573,249.37686836242676
355,-43.80000000000052,38000.0,11,0.22,0.16873052768933355,27.719737124443053,259.88663265228274
356,-779.2000000000002,6000.0,2,0.04,0.1678868750508869,-110.00427598953247,275.002063293457
357,-638.986734805488,22000.0,7,0.14,0.16704744067563246,-79.03964788436889,231.08778388977052
358,-827.4000000000002,18000.0,5,0.1,0.1662122034722543,-112.01370555877685,266.45669883728027
359,-920.5999999999998,11000.0,3,0.06,0.16538114245489302,-78.00451855659485,236.29381393432618
360,74.2147213949799,53500.0,17,0.34,0.16455423674261854,-9.633282539844513,238.00151699066163
361,-512.6765209923883,29000.0,8,0.16,0.16373146555890544,-76.80716682434083,262.9993260574341
362,-1046.6000000000006,6500.0,2,0.04,0.16291280823111093,-176.446534332335,286.3959727478027
363,-852.0711188801624,27500.0,9,0.18,0.16209824418995536,-165.10857924461365,239.22159423828126
364,287.64842747604257,54500.0,15,0.3,0.16128775296900558,-14.106278142929078,249.51245307922363
365,-617.0000000000002,16000.0,5,0.1,0.16048131420416054,-74.94294818878174,252.43024457931517
366,-857.5576875241911,6000.0,2,0.04,0.15967890763313974,-146.14286029219627,238.99027084350587
367,-591.5614275518179,31000.0,7,0.14,0.15888051309497406,7.413766670227051,276.12643939971923
368,-743.2000000000003,20500.0,5,0.1,0.1580861105294992,-0.017165613174438477,230.11879169464112
369,47.98821909141844,62000.0,20,0.4,0.1572956799768517,-3.7481746768951414,251.49312229156493
370,-374.0466030362514,29500.0,9,0.18,0.15650920157696743,-88.77536025762558,246.36583053588868
371,-1002.5865361003151,3000.0,1,0.02,0.1557266555690826,-136.69125429153442,276.56282981872556
372,32.493764904833256,43500.0,14,0.28,0.1549480222912372,-21.70048138588667,228.870955619812
373,-48.79999999999984,36500.0,11,0.22,0.15417328217978102,-28.026844086647035,258.8612916946411
374,-850.0000000000001,9000.0,2,0.04,0.1534024157688821,-48.53999839782715,279.03384841918944
375,-1118.3274621032754,11000.0,3,0.06,0.1526354036900377,-19.36304509162903,243.2534160232544
376,-1457.8245199946757,9000.0,3,0.06,0.1518722266715875,-188.84795321702958,248.55237510681152
377,-592.3827392995,23000.0,7,0.14,0.15111286553822956,-83.77145981788635,257.6158982658386
378,54.07362466958284,45500.0,11,0.22,0.15035730121053842,-18.68123357772827,247.72176169395448
379,-623.0,22500.0,6,0.12,0.14960551470448571,-70.4606967830658,224.98578311920167
380,-890.580981305073,13500.0,3,0.06,0.14885748713096328,-0.8921340274810791,253.5347462463379
381,-859.2000000000002,9000.0,2,0.04,0.14811319969530845,-25.968150887787342,270.2939192962647
382,-317.8702751630439,36500.0,9,0.18,0.1473726336968319,-2.1752021646499635,238.5732304763794
383,-535.8,18500.0,6,0.12,0.14663577052834775,-38.08135701179504,271.0736646270752
384,-423.19999999999976,26000.0,8,0.16,0.14590259167570602,3.8030511331558228,245.72604970932008
385,-784.2903361419309,13500.0,4,0.08,0.1451730787173275,-77.38152410507202,274.58115303993225
386,-809.6000000000004,12000.0,4,0.08,0.14444721332374086,-75.44735089838505,270.0641512298584
387,-345.40000000000003,23000.0,7,0.14,0.14372497725712216,1.1265202808380126,238.5204623413086
388,-635.2,12000.0,4,0.08,0.14300635237083656,-5.65998333454132,256.62184757232666
389,-816.8,6000.0,2,0.04,0.14229132060898236,-80.79864549636841,238.10364081382752
390,-833.8000000000002,17500.0,4,0.08,0.14157986400593744,-26.602800331115724,240.79973426818847
391,-660.9535922144164,27000.0,7,0.14,0.14087196468590776,-5.46662163734436,281.0240948581696
392,-94.58251842873028,49500.0,12,0.24,0.14016760486247823,16.591148414611816,264.107244720459
393,-848.7699359489154,21500.0,7,0.14,0.13946676683816583,-111.69184485673904,255.8601538848877
394,-410.2277095198343,32500.0,8,0.16,0.138769433003975,-2.853028664588928,249.39245388031006
395,-1216.0645728766185,0.0,0,0.0,0.13807558583895513,-104.95555883407593,228.09058393478392
396,-598.7889015445213,25000.0,7,0.14,0.13738520790976036,-49.18681324958801,255.6059016418457
397,-749.7999999999998,14500.0,4,0.08,0.13669828187021155,-27.587229785919188,273.5991607284546
398,-344.4246604023666,43000.0,10,0.2,0.13601479046086049,7.588604323863983,258.31700340271
399,-783.0264654259163,12000.0,4,0.08,0.1353347165085562,-184.81076647877694,242.93606016159058
400,-226.14617416921806,60000.0,13,0.26,0.1346580429260134,8.420886001586915,248.5461002731323
401,-401.63983463148327,24000.0,8,0.16,0.13398475271138335,-175.79865781888367,271.43662200927736
402,-452.6336079011742,24500.0,7,0.14,0.13331482894782642,-109.34780897319317,261.4213421630859
403,-987.7327198372881,31000.0,10,0.2,0.13264825480308728,-97.79864543914795,249.35642124176024
404,-541.4000000000003,12500.0,4,0.08,0.13198501352907185,-90.36593839645386,247.36948554992676
405,-622.1999999999999,10000.0,3,0.06,0.1313250884614265,-92.16894801616668,238.38876621246337
406,-769.4000000000001,15500.0,4,0.08,0.13066846301911936,-25.185565099716186,277.9536587524414
407,-72.8595550214294,51500.0,15,0.3,0.13001512070402377,27.718369979858398,263.51000301361086
408,-928.6462702834085,18500.0,6,0.12,0.12936504510050365,-86.13401945590972,235.25645694732665
409,-1041.9127440023408,6000.0,2,0.04,0.12871821987500112,-92.30718966245651,246.55649063110351
410,-438.7894679460055,27000.0,9,0.18,0.12807462877562611,-26.700437722206114,245.98535177230835
411,-1110.0000000000007,3500.0,1,0.02,0.12743425563174798,-150.33500137329102,282.5154549026489
412,-644.9383469356437,33500.0,11,0.22,0.12679708435358925,-92.76792948007584,282.0208729839325
413,-439.3345597061961,42000.0,12,0.24,0.1261630989318213,-87.1593088388443,274.85921060562134
414,-216.08320561759712,40500.0,10,0.2,0.1255322834371622,2.256696834564209,268.85328662872314
415,-721.0000000000001,6500.0,2,0.04,0.12490462201997637,-20.212306299209594,244.97195938110352
416,-625.1999999999999,17500.0,5,0.1,0.1242800989098765,-55.13771487236023,265.65161643981935
417,-1138.0769239381357,4500.0,1,0.02,0.12365869841532712,-60.41722761154175,249.46983404159545
418,-942.7999999999997,6000.0,2,0.04,0.12304040492325048,-92.58892670631408,255.48611743927003
419,-1115.3586218155742,18000.0,6,0.12,0.12242520289863423,-179.41795084297658,264.1884470748901
420,-293.80287823727576,37500.0,11,0.22,0.12181307688414106,-30.434824085235597,285.4542933654785
421,-1090.0,0.0,0,0.0,0.12120401149972035,-174.3775659918785,257.80087102890013
422,-710.9999999999995,15000.0,5,0.1,0.12059799144222175,-147.28325842618943,265.45079805374144
423,-55.454519355636876,42000.0,11,0.22,0.11999500148501063,-60.3468651676178,290.7917312240601
424,-523.4000000000001,26000.0,7,0.14,0.11939502647758558,-2.7323445734381675,262.28130524635316
425,-804.5259815512219,9000.0,3,0.06,0.11879805134519765,-183.41247277975083,262.93775367736816
426,-234.782921083377,42500.0,11,0.22,0.11820406108847166,8.615328187942504,274.7299580383301
427,566.057941851336,74500.0,19,0.38,0.1176130407830293,45.96670205116272,268.68533519744875
428,-389.19999999999976,29500.0,9,0.18,0.11702497557911415,5.918576890230179,275.93281532287597
429,-324.61529202502373,31500.0,10,0.2,0.11643985070121858,-34.57717074394226,243.7649186706543
430,-666.2,20500.0,6,0.12,0.11585765144771248,-12.254574351906776,243.0892525482178
431,-438.4000000000001,33000.0,10,0.2,0.11527836319047392,6.410999717712403,234.43305103302
432,-232.25713995777602,34500.0,11,0.22,0.11470197137452155,-30.42843343734741,268.2422888946533
433,-570.180621301221,27000.0,8,0.16,0.11412846151764894,-3.4877278327941896,269.98154773712156
434,68.19999999999948,43000.0,13,0.26,0.1135578192100607,24.45381788253784,246.33739040374755
435,-861.1898799887375,7500.0,2,0.04,0.11299003011401039,-114.41968589305878,244.8224500656128
436,-1117.8000000000002,8500.0,2,0.04,0.11242507996344034,-52.42174741029739,275.564591217041
437,-939.5999999999997,7000.0,2,0.04,0.11186295456362313,-23.367257566452025,248.81547283172608
438,-572.2198979393264,23000.0,7,0.14,0.11130363979080501,-69.93778182029725,224.49593194961548
439,-294.12293084262507,27500.0,8,0.16,0.11074712159185099,-4.232807569503784,245.0859421825409
440,-301.42579828383305,33500.0,10,0.2,0.11019338598389174,18.32160192489624,276.6123099136353
441,-379.3999999999998,25000.0,7,0.14,0.10964241905397228,3.5717674565315245,277.75042324066163
442,-763.6000000000001,7000.0,2,0.04,0.10909420695870241,-105.01204941749573,263.8147054862976
443,-532.6678345101411,19000.0,6,0.12,0.1085487359239089,-19.616034317016602,250.83705251693726
444,-173.46194466967944,41000.0,13,0.26,0.10800599224428936,-23.309684343338013,250.34475982666015
445,-723.4,3000.0,1,0.02,0.10746596228306791,-70.83716388225555,261.9297134780884
446,-150.48338820917257,34500.0,10,0.2,0.10692863247165257,-30.633221435546876,250.8053187561035
447,-639.3467611078846,15000.0,3,0.06,0.1063939893092943,-73.78790406465531,253.40657386779785
448,-554.384394862971,23500.0,7,0.14,0.10586201936274783,-96.9576276731491,266.7666165542603
449,655.2533453458959,80000.0,17,0.34,0.10533270926593409,44.63543153643608,279.3081125640869
450,-931.1635889375806,15500.0,5,0.1,0.10480604571960442,-67.31588690757752,274.48916580200193
451,-282.3493236082547,33000.0,7,0.14,0.1042820154910064,-4.433034782409668,261.01614692687986
452,-968.6693513151527,11000.0,3,0.06,0.10376060541355137,-96.06104558944702,238.42155502319335
453,-235.28532905974453,30000.0,8,0.16,0.1032418023864836,-63.96389357089996,288.738397064209
454,-900.8707716782517,5000.0,1,0.02,0.10272559337455119,-159.58068076610564,268.2865283203125
455,-408.82105443833996,38000.0,10,0.2,0.10221196540767843,-33.70822604179382,292.85468477249145
456,-1289.6594510293378,10000.0,2,0.04,0.10170090558064004,-152.45009011149406,246.25383583068847
457,-421.5187394106329,28000.0,7,0.14,0.10119240105273684,-24.16445830345154,284.6807978439331
458,-659.8458366536433,20500.0,6,0.12,0.10068643904747315,-43.14492084503174,249.3813684463501
459,-753.6590774348088,17000.0,5,0.1,0.10018300685223579,-97.77932249069214,313.0125133514404
460,-764.2,3000.0,1,0.02,0.0996820918179746,-28.562709701061248,254.97185939788818
461,-374.7375037453911,31000.0,7,0.14,0.09918368135888474,-89.35332841634751,277.9173715209961
462,-786.9655500663649,12000.0,4,0.08,0.09868776295209031,-180.91228964805603,278.4333098602295
463,-448.6000000000001,22500.0,6,0.12,0.09819432413732986,-7.034213829040527,281.7365739822388
464,-1017.2302693681119,18000.0,6,0.12,0.09770335251664321,-188.8733533167839,258.43329601287843
465,-203.84857386100163,40000.0,13,0.26,0.09721483575406,-82.22884264945984,245.61889872550964
466,-279.5972007871422,29000.0,7,0.14,0.09672876157528969,-23.567277317047118,276.18775577545165
467,-508.79018506624243,19500.0,6,0.12,0.09624511776741324,-49.16042508125305,281.83627082824705
468,559.314745929775,55000.0,17,0.34,0.09576389217857617,0.9834869432449341,276.3293847084045
469,-935.3781244148416,6000.0,2,0.04,0.09528507271768329,-110.40568573713303,279.691169128418
470,-315.3257859177504,32500.0,10,0.2,0.09480864735409487,-13.053336610794068,255.02681827545166
471,-50.598496719556124,41500.0,11,0.22,0.0943346041173244,-9.394120023846627,275.9173126220703
472,-465.447388703881,29500.0,7,0.14,0.09386293109673778,-92.9890235710144,234.68888591766358
473,427.18212320413454,70500.0,19,0.38,0.09339361644125409,20.008818933963777,281.53716911315917
474,-539.8941754720117,29000.0,9,0.18,0.09292664835904782,-111.6951942038536,264.22202394485475
475,-160.13381824325097,39000.0,9,0.18,0.09246201511725258,-0.7567420244216919,286.0305613517761
476,-257.0000000000009,19500.0,6,0.12,0.09199970504166631,-6.620245418548584,294.4279413795471
477,-446.4000000000005,17500.0,5,0.1,0.09153970651645797,-15.93442102432251,284.5980232620239
478,-694.5351867479976,12000.0,4,0.08,0.09108200798387568,-96.82101240158082,255.0400775909424
479,-626.3999999999999,11500.0,3,0.06,0.0906265979439563,-110.20533643722534,289.3834394454956
480,-502.67357899639,27000.0,9,0.18,0.09017346495423652,-89.61196907997132,261.7999193572998
481,-921.4855251689668,9000.0,3,0.06,0.08972259762946533,-180.02001478195191,300.41159896850587
482,-268.03746365882427,31500.0,7,0.14,0.089273984641318,-15.820588331222535,295.0311234664917
483,-12.069279138696515,36500.0,12,0.24,0.0888276147181114,-16.580525479316712,251.63023262023927
484,-576.4893440131132,19000.0,5,0.1,0.08838347664452084,-26.49016926765442,281.77353954315186
485,-233.30211186431023,32000.0,9,0.18,0.08794155926129824,-5.037234287261963,274.72414561271665
486,-564.6000000000001,24000.0,5,0.1,0.08750185146499175,-54.55339062213898,287.9370326137543
487,-16.95559931878813,49500.0,12,0.24,0.08706434220766679,18.56959997177124,290.803356628418
488,-293.8245662719687,34500.0,9,0.18,0.08662902049662846,5.070216913223266,312.24925689697267
489,-490.20000000000005,22000.0,7,0.14,0.08619587539414532,-46.125497312545775,267.47727180480956
490,-383.2563140017132,27000.0,7,0.14,0.08576489601717459,-124.52983398914337,277.4510722732544
491,-45.806611633994635,37500.0,12,0.24,0.08533607153708872,-19.82098771095276,301.8838348388672
492,-491.4899664123998,37500.0,11,0.22,0.08490939117940327,-132.9071040725708,293.92479625701907
493,-408.20000000000016,20000.0,5,0.1,0.08448484422350626,-113.34488049030304,269.3986111068726
494,-56.00000000000017,40000.0,10,0.2,0.08406242000238873,-5.035439739227295,307.02287551879886
495,-719.7034504548537,15500.0,5,0.1,0.08364210790237678,-60.44189671993256,268.0067931365967
496,-734.7277304975255,10000.0,3,0.06,0.0832238973628649,-159.05300704479217,290.3965225028992
497,-521.9786783869517,18000.0,5,0.1,0.08280777787605056,-57.30438311576843,254.92032386779786
498,-25.804288108376,46500.0,13,0.26,0.08239373898667031,-62.733988676071164,265.5460546398163
499,-432.79999999999995,20000.0,6,0.12,0.08198177029173696,-62.314269421696665,289.97890159606936
500,415.0000000000002,50500.0,14,0.28,0.08157186144027828,27.999010376930237,295.1231906890869
501,-898.7259807287672,6000.0,2,0.04,0.0811640021330769,-139.05309129714965,263.7204685306549
502,-711.6,12000.0,4,0.08,0.08075818212241151,-180.59961421251296,275.4956262207031
503,-392.10830573553,30000.0,10,0.2,0.08035439121179945,-94.71878062069416,281.9609313964844
504,-780.1999999999999,9000.0,3,0.06,0.07995261925574046,-109.3037651348114,270.5956029510498
505,-537.0678956951776,32500.0,9,0.18,0.07955285615946175,13.142340316772462,297.11554706573486
506,-618.0050258592,12000.0,4,0.08,0.07915509187866444,-100.75301799118519,307.313782043457
507,126.60519072566638,58500.0,16,0.32,0.07875931641927113,15.279039063453673,285.09717401504514
508,-306.5791051481653,33500.0,8,0.16,0.07836551983717477,-6.816389141082763,280.55154121398925
509,-669.0690242918466,15000.0,5,0.1,0.07797369223798889,-189.37284443438054,267.69107555389405
510,-712.2730352549905,14000.0,3,0.06,0.07758382377679894,-120.01706103324891,315.4306923675537
511,-586.8769459835306,27000.0,9,0.18,0.07719590465791494,-187.27864182293416,334.93662200927736
512,-110.38079715441921,44000.0,11,0.22,0.07680992513462537,-4.5417245388031,298.290459022522
513,-468.8093695649899,19500.0,5,0.1,0.07642587550895225,-22.921789989471435,291.98816558837893
514,-1210.0,0.0,0,0.0,0.07604374613140748,-142.76942883014678,260.1937768173218
515,-10.52127748649275,39500.0,11,0.22,0.07566352740075044,20.870785841941835,280.12875930786134
516,-94.73266661260135,35500.0,10,0.2,0.07528520976374668,-44.92784915447235,316.2221649169922
517,-950.149075894391,3000.0,1,0.02,0.07490878371492794,-198.9007700586319,281.80328620910643
518,-564.4811044708147,18500.0,6,0.12,0.0745342397963533,-137.27765710592269,303.49728865623473
519,-894.6541302772648,25000.0,8,0.16,0.07416156859737154,-114.69758044242859,302.8786082458496
520,-589.3591214030744,19000.0,5,0.1,0.07379076075438468,-139.05767541885376,302.5944477081299
521,-336.7209532063453,32500.0,8,0.16,0.07342180695061275,-120.05026528596878,303.6901130485535
522,-191.80000000000013,41000.0,9,0.18,0.07305469791585968,-12.556897583007812,304.0427514648438
523,-464.1117780787288,24000.0,7,0.14,0.07268942442628039,-57.02306031227112,264.54894760131833
524,-569.7999999999998,9000.0,3,0.06,0.07232597730414898,-167.39058696746827,285.8771514129639
525,-790.6911798795719,6500.0,2,0.04,0.07196434741762824,-112.23526767730714,263.830457572937
526,-39.62382856018962,30000.0,10,0.2,0.0716045256805401,-98.5202831363678,273.4795900726318
527,-546.5999999999999,26000.0,7,0.14,0.0712465030521374,-27.96367147445679,275.63286422729493
528,-762.6394355379817,6000.0,2,0.04,0.0708902705368767,-179.604841837883,291.5943873023987
529,-402.20000000000005,27000.0,9,0.18,0.07053581918419231,-120.01920077323913,299.0342925262451
530,-607.4000000000001,18000.0,5,0.1,0.07018314008827135,-42.893505821228025,304.8867403411865
531,-507.4000000000003,24000.0,5,0.1,0.06983222438783,-107.11854167938232,310.03109035491946
532,-20.968334781089766,49500.0,12,0.24,0.06948306326589085,-23.7177680683136,260.3725685310364
533,-101.73133231461918,33000.0,10,0.2,0.0691356479495614,-54.318413410186764,307.458134803772
534,-477.2000000000004,12000.0,4,0.08,0.06878996970981359,-162.92583844184875,271.9639365005493
535,-554.4518635176892,15000.0,5,0.1,0.06844601986126451,-78.82334882736205,294.2563740539551
536,-753.8,13000.0,3,0.06,0.06810378976195819,-128.50869356870652,300.15234828948974
537,151.61467857133073,46000.0,15,0.3,0.0677632708131484,-73.9998656141758,303.3127049255371
538,392.2000000000004,52500.0,14,0.28,0.06742445445908266,2.2020714569091795,282.8912184524536
539,-125.04201154596797,36000.0,10,0.2,0.06708733218678724,-39.13212985038757,315.62321937561035
540,-251.35274961817436,33000.0,9,0.18,0.0667518955258533,-43.75605158805847,304.2881617736816
541,237.757230957528,55500.0,15,0.3,0.06641813604822402,-20.535692973136904,316.22538299560546
542,-31.35992501587367,47500.0,14,0.28,0.0660860453679829,-29.80925860404968,300.9394588851929
543,-261.59694802484876,36500.0,10,0.2,0.06575561514114299,-6.553917512893677,277.1306563568115
544,256.3966296306495,56500.0,13,0.26,0.06542683706543727,0.40616888999938966,304.99759887695313
545,-472.7999999999999,23000.0,6,0.12,0.06509970288011008,-32.34202182292938,309.2943352890015
546,253.5727387747537,49500.0,15,0.3,0.06477420436570952,-3.868783073425293,302.503984375
547,-627.4000000000001,6500.0,2,0.04,0.06445033334388098,-133.22535148143768,318.46999725341794
548,-319.6132013166167,23500.0,7,0.14,0.06412808167716157,-138.55815439224244,297.8316314697266
549,-156.8202709369815,35500.0,9,0.18,0.06380744126877576,-15.267527661323548,316.8170967102051
550,-272.0000000000002,23000.0,6,0.12,0.06348840406243188,-85.33284488230943,301.60860000610353
551,178.60000000000025,52500.0,14,0.28,0.06317096204211972,-6.371604061722755,306.2790998840332
552,-970.0634311144718,0.0,0,0.0,0.06285510723190912,-143.965813536644,299.3417795562744
553,12.092421301841682,48500.0,12,0.24,0.06254083169574957,-89.75483384132386,290.54459770202635
554,-742.1845711468601,12000.0,4,0.08,0.062228127537270826,-198.33568664550782,298.2908490753174
555,-186.48999968534878,34000.0,10,0.2,0.06191698689958447,-48.2345050239563,295.2064324188232
556,-358.7103427781111,18000.0,5,0.1,0.061607401965086545,-144.30971870422363,321.9040330505371
557,150.99999999999932,52000.0,13,0.26,0.06129936495526111,12.256578024625778,308.07028846740724
558,-321.85440086157377,29500.0,8,0.16,0.0609928681304848,-118.67103046894073,283.21319858551027
559,-297.80000000000035,25000.0,7,0.14,0.060687903789832374,-136.61689121246337,295.39122276306153
560,-405.4000000000002,17000.0,5,0.1,0.06038446427088321,-133.6962352180481,299.52810691833497
561,-571.1999999999998,9000.0,2,0.04,0.06008254194952879,-51.878740520477294,311.06098251342775
562,-971.2570472042671,12000.0,4,0.08,0.05978212923978115,-132.6442251253128,312.1157803344727
563,167.56612641645984,45000.0,14,0.28,0.05948321859358224,-106.33444769620895,296.5417797088623
564,42.59563401898481,41000.0,13,0.26,0.05918580250061433,-33.23768676280975,324.438801651001
565,264.0361340156319,48500.0,14,0.28,0.058889873488111255,-27.109053106307982,319.46495845794675
566,-883.9944252163649,3000.0,1,0.02,0.058595424120670696,-220.41159162044525,304.58524349212644
567,-156.5800377764803,35500.0,9,0.18,0.05830244700006734,-42.86262547969818,336.11324630737306
568,-826.5156443765034,3000.0,1,0.02,0.058010934765067,-229.02111682772636,308.5758586883545
569,-705.4979396719827,3000.0,1,0.02,0.05772088009124167,-221.5543260216713,322.88106013298034
570,-814.2247058970601,9500.0,3,0.06,0.05743227569078546,-235.24802119016647,297.92193161010744
571,-477.472552281655,24000.0,7,0.14,0.05714511431233153,-151.74004025459288,344.29345413208006
572,-724.0000000000001,10500.0,3,0.06,0.05685938874076987,-150.02865352392197,311.11013763427735
573,-714.3102854669168,3000.0,1,0.02,0.056575091797066025,-233.00865483283997,309.09317165374756
574,-481.60000000000025,13000.0,4,0.08,0.056292216338080694,-173.14128138542176,295.3723526763916
575,-370.44212006774086,19000.0,5,0.1,0.05601075525639029,-147.0618409228325,307.0843132019043
576,-517.2,11500.0,3,0.06,0.05573070148010834,-98.70470196723937,282.0579626464844
577,-388.60000000000025,17000.0,5,0.1,0.0554520479727078,-117.02821976304054,296.7140856933594
578,-1007.7627000794223,0.0,0,0.0,0.05517478773284426,-145.96743819236755,284.8930693626404
579,-446.724809830454,31000.0,8,0.16,0.05489891379418004,-27.491061601638794,274.5221085357666
580,-509.94806771427875,19500.0,6,0.12,0.05462441922520914,-93.71095934867859,301.1444858551025
581,27.532302375349673,38500.0,11,0.22,0.0543512971290831,-4.257560575008393,301.6040097808838
582,-495.5575100611301,16000.0,4,0.08,0.05407954064343768,-112.02932196617127,321.24411069869996
